timestamp,latitude,longitude,temperature_2m,precipitation,wind_speed_10m,relative_humidity_2m,weather_code
2026-08-09T01:56:05.357595+00:00,48.14365223282443,11.555172497455471,18.8,0.0,3.8,66,2
2026-08-09T03:47:51.436782+00:00,48.14365223282443,11.555172497455471,17.9,0.0,3.1,72,0
2026-08-09T05:08:36.115641+00:00,48.14365223282443,11.555172497455471,17.4,0.0,2.6,79,0
2026-08-09T07:00:37.445145+00:00,48.14365223282443,11.555172497455471,21.0,0.0,2.5,73,0
2026-08-09T08:46:40.098492+00:00,48.14365223282443,11.555172497455471,25.8,0.0,2.9,53,0
2026-08-09T09:42:11.919914+00:00,48.14365223282443,11.555172497455471,27.5,0.0,2.5,45,0
2026-08-09T10:37:36.114899+00:00,48.14365223282443,11.555172497455471,29.9,0.0,3.1,38,0
2026-08-09T11:32:04.819177+00:00,48.14365223282443,11.555172497455471,31.3,0.0,3.3,33,3
2026-08-09T12:56:06.740838+00:00,48.14365223282443,11.555172497455471,32.6,0.0,4.7,29,3
2026-08-09T13:53:03.079009+00:00,48.14365223282443,11.555172497455471,32.7,0.0,7.7,28,2
2026-08-09T14:37:16.145156+00:00,48.14365223282443,11.555172497455471,33.2,0.0,9.8,28,1
2026-08-09T15:34:24.581079+00:00,48.14365223282443,11.555172497455471,33.4,0.0,8.0,26,1
2026-08-09T16:38:47.264232+00:00,48.14365223282443,11.555172497455471,32.7,0.0,6.0,27,2
2026-08-09T17:33:49.829902+00:00,48.14365223282443,11.555172497455471,32.6,0.0,6.1,27,3
2026-08-09T18:44:45.657732+00:00,48.14365223282443,11.555172497455471,31.2,0.0,7.2,32,2
2026-08-09T19:35:47.059213+00:00,48.14365223282443,11.555172497455471,29.6,0.0,2.6,39,2
2026-08-09T20:35:41.004682+00:00,48.14365223282443,11.555172497455471,26.9,0.0,7.4,44,3
2026-08-09T21:35:17.704797+00:00,48.14365223282443,11.555172497455471,25.1,0.0,11.3,41,3
2026-08-09T22:34:23.929720+00:00,48.14365223282443,11.555172497455471,24.7,0.0,9.9,46,3
2026-08-09T23:33:39.252841+00:00,48.14365223282443,11.555172497455471,24.0,0.0,7.6,47,3
2026-08-10T02:01:06.180227+00:00,48.14365223282443,11.555172497455471,22.7,0.0,3.9,55,1
2026-08-10T04:40:15.695212+00:00,48.14365223282443,11.555172497455471,21.9,0.0,7.3,65,3
2026-08-10T06:11:31.728582+00:00,48.14365223282443,11.555172497455471,23.0,0.0,5.8,57,3
2026-08-10T08:40:49.652642+00:00,48.14365223282443,11.555172497455471,27.4,0.0,10.0,43,3
2026-08-10T10:19:17.800190+00:00,48.14365223282443,11.555172497455471,30.2,0.0,10.9,34,2
2026-08-10T11:49:46.235361+00:00,48.14365223282443,11.555172497455471,32.1,0.0,11.8,28,2
2026-08-10T13:15:04.660414+00:00,48.14365223282443,11.555172497455471,32.5,0.0,12.7,23,3
2026-08-10T15:01:19.104463+00:00,48.14365223282443,11.555172497455471,32.3,0.0,12.7,22,3
2026-08-10T16:55:49.724358+00:00,48.14365223282443,11.555172497455471,28.5,0.0,10.8,41,3
2026-08-10T17:53:57.207799+00:00,48.14365223282443,11.555172497455471,28.0,0.0,7.5,44,2
2026-08-10T19:01:06.532776+00:00,48.14365223282443,11.555172497455471,27.4,0.0,7.3,46,3
2026-08-10T20:45:04.349596+00:00,48.14365223282443,11.555172497455471,25.3,0.0,8.4,49,2
2026-08-10T21:45:33.161610+00:00,48.14365223282443,11.555172497455471,24.7,0.0,7.9,50,3
2026-08-10T22:40:11.002585+00:00,48.14365223282443,11.555172497455471,25.1,0.0,10.2,51,3
2026-08-10T23:37:43.824587+00:00,48.14365223282443,11.555172497455471,25.0,0.0,10.5,51,2
2026-08-11T01:56:19.821607+00:00,48.14365223282443,11.555172497455471,23.5,0.0,8.7,59,2
2026-08-11T03:49:52.512970+00:00,48.14365223282443,11.555172497455471,20.9,0.0,7.1,66,1
2026-08-11T05:11:58.448556+00:00,48.14365223282443,11.555172497455471,19.5,0.0,5.4,66,1
2026-08-11T07:12:21.405235+00:00,48.14365223282443,11.555172497455471,20.7,0.0,5.0,56,0
2026-08-11T09:00:35.594890+00:00,48.14365223282443,11.555172497455471,24.2,0.0,6.6,48,0
2026-08-11T10:52:13.705440+00:00,48.14365223282443,11.555172497455471,27.6,0.0,5.5,37,0
2026-08-11T11:45:59.174938+00:00,48.14365223282443,11.555172497455471,28.8,0.0,7.3,33,0
2026-08-11T13:11:22.883994+00:00,48.14365223282443,11.555172497455471,29.5,0.0,9.2,31,0
2026-08-11T15:00:51.360078+00:00,48.14365223282443,11.555172497455471,30.2,0.0,9.4,32,1
2026-08-11T16:59:10.116011+00:00,48.14365223282443,11.555172497455471,29.1,0.0,12.6,32,0
2026-08-11T18:01:14.988977+00:00,48.14365223282443,11.555172497455471,27.8,0.0,11.3,35,0
2026-08-11T20:00:31.740854+00:00,48.14365223282443,11.555172497455471,25.2,0.0,7.1,42,1
2026-08-11T21:51:35.017924+00:00,48.14365223282443,11.555172497455471,23.2,0.0,5.1,46,1
2026-08-11T22:46:27.310919+00:00,48.14365223282443,11.555172497455471,21.6,0.0,6.9,50,0
2026-08-11T23:42:54.831878+00:00,48.14365223282443,11.555172497455471,20.5,0.0,7.1,51,0
2026-08-12T02:09:17.999921+00:00,48.14365223282443,11.555172497455471,18.0,0.0,6.4,54,0
2026-08-12T04:49:17.004605+00:00,48.14365223282443,11.555172497455471,16.8,0.0,6.4,56,0
2026-08-12T06:16:46.774621+00:00,48.14365223282443,11.555172497455471,17.6,0.0,7.2,52,0
2026-08-12T08:19:50.017454+00:00,48.14365223282443,11.555172497455471,21.7,0.0,8.6,39,0
2026-08-12T10:09:13.407549+00:00,48.14365223282443,11.555172497455471,25.5,0.0,9.6,33,1
2026-08-12T11:49:04.602771+00:00,48.14365223282443,11.555172497455471,28.2,0.0,9.8,29,0
2026-08-12T13:15:57.539437+00:00,48.14365223282443,11.555172497455471,29.4,0.0,10.1,29,0
2026-08-12T14:59:40.624313+00:00,48.14365223282443,11.555172497455471,29.7,0.0,11.4,26,0
2026-08-12T16:05:48.031445+00:00,48.14365223282443,11.555172497455471,29.3,0.0,11.1,27,0
2026-08-12T17:58:28.612329+00:00,48.14365223282443,11.555172497455471,28.4,0.0,9.5,24,0
2026-08-12T19:14:09.559572+00:00,48.14365223282443,11.555172497455471,26.3,0.0,7.6,31,0
2026-08-12T20:49:38.595532+00:00,48.14365223282443,11.555172497455471,23.8,0.0,4.1,35,0
2026-08-12T21:49:47.758072+00:00,48.14365223282443,11.555172497455471,22.2,0.0,5.9,37,0
2026-08-12T22:44:17.660561+00:00,48.14365223282443,11.555172497455471,21.1,0.0,5.6,39,0
2026-08-12T23:44:02.922257+00:00,48.14365223282443,11.555172497455471,19.6,0.0,5.2,47,0
2026-08-13T02:10:59.636407+00:00,48.14365223282443,11.555172497455471,17.7,0.0,5.4,54,1
2026-08-13T04:53:05.078055+00:00,48.14365223282443,11.555172497455471,16.2,0.0,4.0,55,0
2026-08-13T06:18:45.723691+00:00,48.14365223282443,11.555172497455471,17.0,0.0,5.4,51,0
2026-08-13T08:23:22.881818+00:00,48.14365223282443,11.555172497455471,21.7,0.0,7.3,41,0
2026-08-13T10:10:14.241599+00:00,48.14365223282443,11.555172497455471,26.2,0.0,10.7,31,0
2026-08-13T11:50:04.176389+00:00,48.14365223282443,11.555172497455471,29.1,0.0,12.3,24,0
2026-08-13T13:17:59.673211+00:00,48.14365223282443,11.555172497455471,30.2,0.0,12.6,22,0
2026-08-13T15:00:07.697088+00:00,48.14365223282443,11.555172497455471,30.5,0.0,12.5,22,0
2026-08-13T16:05:45.208327+00:00,48.14365223282443,11.555172497455471,30.1,0.0,12.3,21,0
2026-08-13T17:59:06.128399+00:00,48.14365223282443,11.555172497455471,28.9,0.0,11.5,21,0
2026-08-13T19:15:18.847607+00:00,48.14365223282443,11.555172497455471,26.3,0.0,9.4,19,0
2026-08-13T20:47:20.304551+00:00,48.14365223282443,11.555172497455471,23.9,0.0,6.3,28,0
2026-08-13T21:49:56.674569+00:00,48.14365223282443,11.555172497455471,22.5,0.0,5.3,32,0
2026-08-13T22:44:50.733291+00:00,48.14365223282443,11.555172497455471,21.6,0.0,5.5,38,0
2026-08-13T23:43:45.198963+00:00,48.14365223282443,11.555172497455471,20.6,0.0,5.4,43,0
2026-08-14T02:09:29.954560+00:00,48.14365223282443,11.555172497455471,17.6,0.0,4.2,53,0
2026-08-14T04:50:11.615140+00:00,48.14365223282443,11.555172497455471,15.5,0.0,3.6,58,0
2026-08-14T06:16:15.816822+00:00,48.14365223282443,11.555172497455471,16.7,0.0,4.0,52,0
2026-08-14T08:18:08.940041+00:00,48.14365223282443,11.555172497455471,21.8,0.0,6.0,38,0
2026-08-14T10:05:31.599010+00:00,48.14365223282443,11.555172497455471,26.5,0.0,7.0,30,0
2026-08-14T11:45:42.316704+00:00,48.14365223282443,11.555172497455471,30.0,0.0,5.5,21,0
2026-08-14T13:12:37.201458+00:00,48.14365223282443,11.555172497455471,31.6,0.0,3.3,17,0
2026-08-14T14:54:21.169680+00:00,48.14365223282443,11.555172497455471,32.4,0.0,5.8,13,0
2026-08-14T15:54:47.613942+00:00,48.14365223282443,11.555172497455471,32.0,0.0,8.9,17,0
2026-08-14T16:56:13.212359+00:00,48.14365223282443,11.555172497455471,32.0,0.0,8.2,15,0
2026-08-14T17:56:00.946268+00:00,48.14365223282443,11.555172497455471,30.9,0.0,9.2,17,0
2026-08-14T19:00:56.371261+00:00,48.14365223282443,11.555172497455471,28.6,0.0,6.1,20,0
2026-08-14T20:33:40.323265+00:00,48.14365223282443,11.555172497455471,25.6,0.0,4.3,33,0
2026-08-14T21:27:44.555130+00:00,48.14365223282443,11.555172497455471,24.1,0.0,3.7,37,0
2026-08-14T22:26:15.607631+00:00,48.14365223282443,11.555172497455471,22.9,0.0,3.1,38,0
2026-08-14T23:24:17.907247+00:00,48.14365223282443,11.555172497455471,21.3,0.0,2.5,48,0
2026-08-15T01:22:25.622475+00:00,48.14365223282443,11.555172497455471,19.4,0.0,3.3,55,0
2026-08-15T02:54:17.954877+00:00,48.14365223282443,11.555172497455471,16.9,0.0,3.3,66,0
2026-08-15T03:41:41.562929+00:00,48.14365223282443,11.555172497455471,16.4,0.0,3.3,69,0
2026-08-15T04:34:04.172093+00:00,48.14365223282443,11.555172497455471,16.2,0.0,3.3,71,0
2026-08-15T05:27:29.230051+00:00,48.14365223282443,11.555172497455471,16.6,0.0,3.0,70,0
2026-08-15T06:42:33.585613+00:00,48.14365223282443,11.555172497455471,20.0,0.0,2.1,59,0
2026-08-15T07:32:57.808481+00:00,48.14365223282443,11.555172497455471,23.6,0.0,0.8,48,0
2026-08-15T08:31:57.260232+00:00,48.14365223282443,11.555172497455471,26.5,0.0,1.1,37,0
2026-08-15T09:28:29.408764+00:00,48.14365223282443,11.555172497455471,28.3,0.0,0.8,33,0
2026-08-15T10:25:20.536006+00:00,48.14365223282443,11.555172497455471,30.4,0.0,0.0,29,0
2026-08-15T11:22:19.206208+00:00,48.14365223282443,11.555172497455471,32.0,0.0,3.9,21,0
2026-08-15T12:41:40.849587+00:00,48.14365223282443,11.555172497455471,33.1,0.0,5.9,15,0
2026-08-15T13:32:37.974382+00:00,48.14365223282443,11.555172497455471,33.8,0.0,3.9,15,0
2026-08-15T14:25:27.375381+00:00,48.14365223282443,11.555172497455471,33.8,0.0,8.0,14,0
2026-08-15T15:23:26.535473+00:00,48.14365223282443,11.555172497455471,33.8,0.0,9.4,14,0
2026-08-15T16:27:51.177392+00:00,48.14365223282443,11.555172497455471,33.4,0.0,10.1,14,0
2026-08-15T17:22:21.226009+00:00,48.14365223282443,11.555172497455471,33.0,0.0,4.1,16,0
2026-08-15T18:33:48.239860+00:00,48.14365223282443,11.555172497455471,31.5,0.0,4.8,16,1
2026-08-15T19:23:29.849857+00:00,48.14365223282443,11.555172497455471,30.1,0.0,1.5,22,1
2026-08-15T20:25:14.947406+00:00,48.14365223282443,11.555172497455471,28.1,0.0,3.3,29,2
2026-08-15T21:23:56.666795+00:00,48.14365223282443,11.555172497455471,26.1,0.0,12.3,30,2
2026-08-15T22:24:53.469964+00:00,48.14365223282443,11.555172497455471,24.9,0.0,11.7,42,3
2026-08-15T23:22:58.798456+00:00,48.14365223282443,11.555172497455471,23.8,0.0,11.8,48,2
2026-08-16T01:28:10.430772+00:00,48.14365223282443,11.555172497455471,23.1,0.0,6.8,50,3
2026-08-16T03:02:26.841778+00:00,48.14365223282443,11.555172497455471,22.5,0.0,6.9,55,3
2026-08-16T04:38:10.656893+00:00,48.14365223282443,11.555172497455471,22.7,0.0,6.3,54,3
2026-08-16T05:35:58.462159+00:00,48.14365223282443,11.555172497455471,22.7,0.0,6.8,54,3
2026-08-16T06:43:13.273392+00:00,48.14365223282443,11.555172497455471,23.2,0.0,8.8,53,3
2026-08-16T07:33:34.155182+00:00,48.14365223282443,11.555172497455471,24.7,0.0,8.3,48,2
2026-08-16T08:32:24.922949+00:00,48.14365223282443,11.555172497455471,26.1,0.0,6.5,44,3
2026-08-16T09:30:07.856268+00:00,48.14365223282443,11.555172497455471,27.6,0.0,5.4,40,3
2026-08-16T10:26:06.726205+00:00,48.14365223282443,11.555172497455471,28.6,0.0,6.6,39,3
2026-08-16T11:22:41.543106+00:00,48.14365223282443,11.555172497455471,28.3,0.0,8.3,38,3
2026-08-16T12:43:30.775735+00:00,48.14365223282443,11.555172497455471,28.5,0.0,8.1,36,3
2026-08-16T13:33:49.657002+00:00,48.14365223282443,11.555172497455471,28.9,0.0,7.4,33,3
2026-08-16T14:26:08.428273+00:00,48.14365223282443,11.555172497455471,30.3,0.0,8.9,31,3
2026-08-16T15:24:10.025590+00:00,48.14365223282443,11.555172497455471,30.5,0.0,10.2,31,3
2026-08-16T16:28:47.280657+00:00,48.14365223282443,11.555172497455471,29.4,0.0,8.8,33,3
2026-08-16T17:21:39.525147+00:00,48.14365223282443,11.555172497455471,29.4,0.0,5.1,29,3
2026-08-16T18:33:00.034472+00:00,48.14365223282443,11.555172497455471,28.5,0.0,6.6,33,3
2026-08-16T19:22:29.784217+00:00,48.14365223282443,11.555172497455471,27.4,0.0,8.2,39,3
2026-08-16T20:25:41.936015+00:00,48.14365223282443,11.555172497455471,25.7,0.0,10.8,41,3
2026-08-16T21:22:59.246650+00:00,48.14365223282443,11.555172497455471,24.9,0.0,7.2,47,3
2026-08-16T22:23:26.900379+00:00,48.14365223282443,11.555172497455471,24.3,0.0,3.5,50,2
2026-08-16T23:22:05.417763+00:00,48.14365223282443,11.555172497455471,23.0,0.0,6.0,58,2
2026-08-17T01:25:03.284569+00:00,48.14365223282443,11.555172497455471,22.4,0.0,4.0,59,2
2026-08-17T03:02:38.505655+00:00,48.14365223282443,11.555172497455471,21.9,0.0,9.0,63,2
2026-08-17T04:45:47.250667+00:00,48.14365223282443,11.555172497455471,21.2,0.0,8.7,62,3
2026-08-17T05:37:09.369729+00:00,48.14365223282443,11.555172497455471,21.4,0.0,9.0,62,3
2026-08-17T07:00:56.457192+00:00,48.14365223282443,11.555172497455471,23.2,0.0,11.0,57,3
2026-08-17T08:46:30.425660+00:00,48.14365223282443,11.555172497455471,24.4,0.0,14.8,55,3
2026-08-17T09:45:04.768069+00:00,48.14365223282443,11.555172497455471,24.9,0.0,14.0,53,3
2026-08-17T10:34:53.476979+00:00,48.14365223282443,11.555172497455471,24.8,0.0,16.2,51,3
2026-08-17T11:28:53.330442+00:00,48.14365223282443,11.555172497455471,24.4,0.0,17.1,50,61
2026-08-17T12:49:19.742626+00:00,48.14365223282443,11.555172497455471,21.6,1.0,16.4,74,61
2026-08-17T13:41:20.941731+00:00,48.14365223282443,11.555172497455471,20.2,0.0,18.2,78,95
2026-08-17T14:31:00.632796+00:00,48.14365223282443,11.555172497455471,19.6,0.1,13.9,74,80
2026-08-17T15:27:27.885848+00:00,48.14365223282443,11.555172497455471,19.8,0.0,11.6,74,2
2026-08-17T16:31:07.580577+00:00,48.14365223282443,11.555172497455471,20.6,0.0,11.3,71,2
2026-08-17T17:28:50.669153+00:00,48.14365223282443,11.555172497455471,20.6,0.0,9.7,72,3
2026-08-17T18:42:44.663030+00:00,48.14365223282443,11.555172497455471,20.5,0.0,7.2,62,2
2026-08-17T19:30:18.625512+00:00,48.14365223282443,11.555172497455471,20.5,0.0,12.3,48,3
2026-08-17T20:30:08.523465+00:00,48.14365223282443,11.555172497455471,19.2,0.0,10.8,55,2
2026-08-17T21:28:19.040688+00:00,48.14365223282443,11.555172497455471,18.7,0.0,9.0,58,2
2026-08-17T22:27:41.786133+00:00,48.14365223282443,11.555172497455471,18.4,0.0,6.6,60,2
2026-08-17T23:25:50.817072+00:00,48.14365223282443,11.555172497455471,18.1,0.0,3.8,63,2
2026-08-18T01:21:51.365878+00:00,48.14365223282443,11.555172497455471,17.3,0.0,6.4,73,3
2026-08-18T02:58:09.148578+00:00,48.14365223282443,11.555172497455471,16.9,0.1,3.9,89,61
2026-08-18T03:51:29.887111+00:00,48.14365223282443,11.555172497455471,17.0,0.1,2.3,89,61
2026-08-18T04:38:24.263534+00:00,48.14365223282443,11.555172497455471,16.9,0.6,4.1,91,61
2026-08-18T05:32:16.507299+00:00,48.14365223282443,11.555172497455471,16.7,0.1,7.5,92,61
2026-08-18T06:48:11.128646+00:00,48.14365223282443,11.555172497455471,16.4,0.1,8.0,90,61
2026-08-18T07:40:00.592471+00:00,48.14365223282443,11.555172497455471,16.3,0.0,10.0,90,63
2026-08-18T08:40:01.240162+00:00,48.14365223282443,11.555172497455471,16.8,0.6,8.7,89,61
2026-08-18T09:36:27.564769+00:00,48.14365223282443,11.555172497455471,18.4,0.0,7.9,83,61
2026-08-18T10:31:35.933371+00:00,48.14365223282443,11.555172497455471,19.8,0.0,10.4,77,61
2026-08-18T11:27:53.219433+00:00,48.14365223282443,11.555172497455471,20.0,0.0,14.1,78,95
2026-08-18T12:51:31.975509+00:00,48.14365223282443,11.555172497455471,18.2,0.2,11.6,85,63
2026-08-18T13:44:07.037346+00:00,48.14365223282443,11.555172497455471,17.6,0.1,5.2,86,61
2026-08-18T14:36:06.941426+00:00,48.14365223282443,11.555172497455471,18.9,0.0,2.8,81,61
2026-08-18T15:34:14.781299+00:00,48.14365223282443,11.555172497455471,19.5,0.1,3.4,79,61
2026-08-18T16:34:27.725011+00:00,48.14365223282443,11.555172497455471,19.9,0.0,5.9,80,61
2026-08-18T17:29:24.738669+00:00,48.14365223282443,11.555172497455471,19.5,0.1,4.6,84,61
2026-08-18T18:41:24.760298+00:00,48.14365223282443,11.555172497455471,19.0,0.1,4.1,88,61
2026-08-18T19:29:40.308111+00:00,48.14365223282443,11.555172497455471,18.9,0.4,5.2,90,61
2026-08-18T21:26:58.267061+00:00,48.14365223282443,11.555172497455471,18.0,0.1,6.4,88,61
2026-08-18T22:26:34.660240+00:00,48.14365223282443,11.555172497455471,17.6,0.0,5.4,90,61
2026-08-18T23:24:42.365565+00:00,48.14365223282443,11.555172497455471,17.8,0.1,3.9,91,61
2026-08-19T01:23:26.967369+00:00,48.14365223282443,11.555172497455471,17.8,0.2,5.2,91,61
2026-08-19T02:59:54.123469+00:00,48.14365223282443,11.555172497455471,17.7,0.1,5.4,89,80
2026-08-19T03:53:51.552313+00:00,48.14365223282443,11.555172497455471,17.8,0.0,5.4,87,3
2026-08-19T04:39:19.908606+00:00,48.14365223282443,11.555172497455471,17.4,0.0,5.4,91,2
2026-08-19T05:33:09.244088+00:00,48.14365223282443,11.555172497455471,17.9,0.0,6.4,88,2
2026-08-19T06:49:17.418382+00:00,48.14365223282443,11.555172497455471,19.5,0.0,7.6,77,2
2026-08-19T07:41:04.459129+00:00,48.14365223282443,11.555172497455471,20.8,0.0,7.9,73,2
2026-08-19T08:40:22.003610+00:00,48.14365223282443,11.555172497455471,22.5,0.0,10.2,65,1
2026-08-19T09:36:58.559894+00:00,48.14365223282443,11.555172497455471,23.8,0.0,13.1,59,2
2026-08-19T10:31:19.837201+00:00,48.14365223282443,11.555172497455471,24.7,0.0,14.4,54,2
2026-08-19T11:27:30.647093+00:00,48.14365223282443,11.555172497455471,25.3,0.0,13.0,51,1
2026-08-19T12:52:24.289393+00:00,48.14365223282443,11.555172497455471,26.9,0.0,9.4,45,1
2026-08-19T13:46:25.757375+00:00,48.14365223282443,11.555172497455471,29.0,0.0,13.1,37,0
2026-08-19T14:36:32.524241+00:00,48.14365223282443,11.555172497455471,29.2,0.0,12.4,36,0
2026-08-19T15:34:12.223636+00:00,48.14365223282443,11.555172497455471,29.2,0.0,9.7,36,0
2026-08-19T16:34:35.404476+00:00,48.14365223282443,11.555172497455471,30.0,0.0,11.6,31,0
2026-08-19T17:28:46.657685+00:00,48.14365223282443,11.555172497455471,29.5,0.0,9.0,33,0
2026-08-19T18:38:51.186346+00:00,48.14365223282443,11.555172497455471,27.9,0.0,6.6,41,2
2026-08-19T19:28:06.169344+00:00,48.14365223282443,11.555172497455471,26.4,0.0,7.7,48,2
2026-08-19T20:31:33.684736+00:00,48.14365223282443,11.555172497455471,25.1,0.0,8.9,54,3
2026-08-19T21:27:47.295493+00:00,48.14365223282443,11.555172497455471,24.8,0.0,10.2,55,3
2026-08-19T22:27:11.168028+00:00,48.14365223282443,11.555172497455471,24.3,0.0,10.4,57,3
2026-08-19T23:25:18.887482+00:00,48.14365223282443,11.555172497455471,24.4,0.0,10.2,54,2
2026-08-20T01:22:44.966603+00:00,48.14365223282443,11.555172497455471,23.6,0.0,7.2,54,1
2026-08-20T02:59:23.829124+00:00,48.14365223282443,11.555172497455471,21.2,0.0,4.6,66,2
2026-08-20T03:53:24.428139+00:00,48.14365223282443,11.555172497455471,20.6,0.0,0.8,69,1
2026-08-20T04:39:41.493773+00:00,48.14365223282443,11.555172497455471,19.6,0.0,3.3,83,3
2026-08-20T05:33:47.392082+00:00,48.14365223282443,11.555172497455471,20.0,0.0,5.7,81,2
2026-08-20T06:51:05.812427+00:00,48.14365223282443,11.555172497455471,22.1,0.0,8.6,69,3
2026-08-20T07:43:26.558172+00:00,48.14365223282443,11.555172497455471,22.8,0.0,8.2,67,2
2026-08-20T08:41:33.381851+00:00,48.14365223282443,11.555172497455471,23.7,0.0,10.6,57,3
2026-08-20T09:37:26.097540+00:00,48.14365223282443,11.555172497455471,24.7,0.0,11.5,54,3
2026-08-20T10:33:48.068995+00:00,48.14365223282443,11.555172497455471,24.8,0.0,9.7,53,3
2026-08-20T11:29:20.154316+00:00,48.14365223282443,11.555172497455471,24.5,0.0,8.2,55,3
2026-08-20T12:54:25.017887+00:00,48.14365223282443,11.555172497455471,25.2,0.0,6.5,53,3
2026-08-20T13:49:47.315452+00:00,48.14365223282443,11.555172497455471,23.8,0.0,10.5,62,61
2026-08-20T14:38:39.107827+00:00,48.14365223282443,11.555172497455471,23.3,0.0,10.7,65,3
2026-08-20T15:36:31.070273+00:00,48.14365223282443,11.555172497455471,22.8,0.0,8.8,71,3
2026-08-20T16:37:59.259594+00:00,48.14365223282443,11.555172497455471,23.5,0.0,5.9,63,80
